StockCode,description,current_price,recommended_price,price_change_gbp,price_change_pct,price_elasticity,num_orders,annual_revenue,total_revenue_lift,pricing_action,implementation_priority
20772,GARDEN PATH JOURNAL,2.752153846153846,2.8897615384615385,0.13760769230769254,5.000000000000009,-0.1863908124483017,65,621.19,27.527463966428023,Small Increase,Low Volume
85141,JARDIN ETCHED GLASS FRUITBOWL,5.59046511627907,5.869988372093023,0.2795232558139533,4.9999999999999964,-0.1224089274799252,39,635.74,27.50560486224412,Small Increase,Low Volume
21473,SWEETHEART CREAM STEEL TABLE RECT,23.76,24.948000000000004,1.1880000000000024,5.00000000000001,-0.1414213562373093,21,618.66,27.444205010194953,Small Increase,Low Volume
22450,SILK PURSE BABUSHKA BLUE,3.514333333333333,3.69005,0.17571666666666674,5.000000000000003,-0.1681373204138027,58,661.11,27.439824422943822,Small Increase,Low Volume
22337,ANGEL DECORATION PAINTED ZINC ,0.7082051282051283,0.7436153846153847,0.03541025641025641,5.0,-0.1384038413190276,77,574.54,27.374509610207475,Small Increase,Low Volume
23027,DRAWER KNOB VINTAGE GLASS HEXAGON,2.216666666666667,2.3275,0.11083333333333334,5.0,-0.1595101853211552,30,627.95,27.372991687125854,Small Increase,Low Volume
21205,MULTICOLOUR 3D BALLS GARLAND,2.811971830985915,2.952570422535211,0.140598591549296,5.000000000000009,-0.1991394419113212,68,677.1899999999999,27.150866889239104,Small Increase,Low Volume
23139,SINGLE WIRE HOOK PINK HEART,1.6072413793103448,1.6876034482758622,0.08036206896551734,5.000000000000006,-0.1241791440580169,27,530.15,27.111564952108623,Small Increase,Low Volume
84086C,PINK/PURPLE RETRO RADIO,2.969818181818182,3.118309090909091,0.148490909090909,4.9999999999999964,-0.1488465200195378,53,634.07,26.939222317402667,Small Increase,Low Volume
90208,PAIR OF PINK FLOWER CLUSTER SLIDE,2.4975675675675677,2.872202702702703,0.37463513513513513,15.0,0.3243776694024024,37,132.7,26.915789540750417,Large Increase,Low Volume
90115,SUMMER BUTTERFLIES BAG CHARM,2.485483870967742,2.858306451612903,0.37282258064516105,14.999999999999991,0.2991323885079844,31,134.53,26.722107903457143,Large Increase,Low Volume
23520,EMBROIDERED RIBBON REEL RUBY ,3.960909090909091,4.158954545454546,0.19804545454545508,5.000000000000013,-0.1712124386681159,32,604.3,26.627230681017863,Small Increase,Low Volume
20774,GREEN FERN NOTEBOOK,1.6406666666666667,1.8867666666666665,0.24609999999999976,14.999999999999986,0.2483782210003503,44,141.23999999999998,26.298545750972572,Large Increase,Low Volume
21446,12 RED ROSE PEG PLACE SETTINGS,1.567241379310345,1.6456034482758624,0.07836206896551734,5.000000000000006,-0.1852712978277683,105,640.92,26.289907214363502,Small Increase,Medium Volume
22903,CALENDAR FAMILY FAVOURITES,3.033728813559322,3.1854152542372884,0.15168644067796633,5.000000000000007,-0.1030836999318061,59,550.6,26.191201869469566,Small Increase,Low Volume
22703,PINK CAT BOWL,1.754390243902439,1.842109756097561,0.08771951219512197,5.000000000000001,-0.1675475403055706,123,583.3299999999999,26.180010545387688,Small Increase,Medium Volume
84905,PINK BUTTERFLY CUSHION COVER ,4.9590000000000005,5.70285,0.7438499999999992,14.999999999999982,0.0,20,173.48,26.034749999999995,Large Increase,Low Volume
21784,SHOE SHINE BOX ,11.448181818181816,12.020590909090906,0.5724090909090904,4.9999999999999964,-0.1999745208969104,44,633.0699999999999,25.974729386672152,Small Increase,Low Volume
21030,SPACE CADET RED,1.191142857142857,1.3698142857142854,0.17867142857142837,14.999999999999982,0.0837966309508709,33,172.2,25.898389076327277,Large Increase,Low Volume
72801d,4 SKY BLUE DINNER CANDLES,2.463409090909091,2.8329204545454543,0.3695113636363634,14.999999999999991,-0.0812764603864185,44,184.7,25.313497091278386,Large Increase,Low Volume
21468,BUTTERFLY CROCHET FOOD COVER,4.010606060606061,4.211136363636364,0.2005303030303036,5.000000000000014,-0.1541987228835793,66,572.23,25.007145483031973,Small Increase,Low Volume
22021,BLUE FELT EASTER EGG BASKET,1.73986301369863,1.8268561643835615,0.08699315068493152,5.000000000000001,-0.1879866914940261,71,610.45,24.96147442001709,Small Increase,Low Volume
90096,NECKLACE+BRACELET SET BLUE BLOSSOM,2.481538461538461,2.8537692307692297,0.3722307692307689,14.999999999999991,0.4430027488900252,26,112.21,24.9527806662747,Large Increase,Low Volume
35649,VINTAGE BEAD COSMETIC BAG ,2.699444444444444,3.1043611111111105,0.40491666666666637,14.999999999999991,0.0993011052101694,35,156.85,24.843344219803054,Large Increase,Low Volume
90183A,AMBER DROP EARRINGS W LONG BEADS,2.9213043478260867,3.3594999999999993,0.43819565217391254,14.999999999999982,0.3765741008004625,23,117.24,24.7897677048336,Large Increase,Low Volume
21277,FRENCH STYLE EMBOSSED HEART CABINET,22.25590909090909,23.368704545454545,1.1127954545454557,5.000000000000006,-0.141646672694826,22,571.43,24.74815062230011,Small Increase,Low Volume
20702,PINK PADDED MOBILE,4.343953488372093,4.561151162790698,0.21719767441860505,5.000000000000009,-0.1371473312632615,42,577.79,24.62875099998137,Small Increase,Low Volume
23453,OVAL  MINI PORTRAIT FRAME,1.9868627450980392,2.086205882352941,0.09934313725490185,4.999999999999995,-0.1716818665686325,47,631.5799999999999,24.466694655063804,Small Increase,Low Volume
85088,CANDY SPOT HAND BAG,2.3871153846153845,2.506471153846154,0.1193557692307694,5.000000000000007,-0.1913989247562833,51,534.83,24.400662143982622,Small Increase,Low Volume
90174,BUTTERFLY HAIR BAND,2.4961904761904763,2.8706190476190474,0.3744285714285711,14.999999999999986,0.6312262248495817,21,95.42,24.2890502279828,Large Increase,Low Volume
21850,BLUE  DIAMANTE PEN IN GIFT BOX,4.313272727272727,4.5289363636363635,0.2156636363636366,5.000000000000006,-0.1176324649271679,54,493.08,24.218378057520393,Small Increase,Low Volume
22272,FELTCRAFT DOLL MARIA,3.0626530612244904,3.215785714285715,0.15313265306122448,4.999999999999999,-0.1751815376556466,48,564.9200000000001,24.146692528621145,Small Increase,Low Volume
90197B,BLACK GLASS BRACELET W HEART CHARMS,4.994074074074074,5.743185185185185,0.7491111111111106,14.999999999999988,-0.0952418799137881,27,174.73000000000002,23.56091647478694,Large Increase,Low Volume
23457,LARGE PARLOUR PICTURE FRAME,5.104375,5.35959375,0.25521875000000005,5.000000000000001,-0.1556612114226621,31,554.83,23.499462829008028,Small Increase,Low Volume
20716,PARTY FOOD SHOPPER BAG,1.3158108108108109,1.3816013513513514,0.06579054054054057,5.000000000000002,-0.1137343631050148,73,469.63,22.94374358518302,Small Increase,Low Volume
16216,LETTER SHAPE PENCIL SHARPENER,0.1524444444444444,0.16006666666666663,0.007622222222222225,5.000000000000003,-0.1042442117611626,45,234.0,22.6983140082961,Small Increase,Low Volume
46000R,POLYESTER FILLER PAD 45x30cm,1.45,1.6674999999999998,0.2174999999999998,14.999999999999988,0.0,38,149.35,22.402499999999975,Large Increase,Low Volume
22353,LUNCH BOX WITH CUTLERY FAIRY CAKES ,2.55,2.9324999999999997,0.38249999999999984,14.999999999999995,0.0,24,155.54999999999998,22.39919999999998,Large Increase,Low Volume
84673B,BLUE FLY SWAT,0.9283333333333332,1.067583333333333,0.13924999999999987,14.999999999999988,-0.0959997112471341,66,156.63,22.37889957082508,Large Increase,Low Volume
84870C,GREEN GEISHA GIRL ,3.1614285714285715,3.635642857142857,0.4742142857142855,14.999999999999991,0.0201664478864265,28,146.05,22.285887093449354,Large Increase,Low Volume
85169C,EAU DE NIL LOVE BIRD CANDLE,1.218913043478261,1.279858695652174,0.06094565217391312,5.000000000000006,-0.1461025997404192,46,452.86,22.245703231685056,Small Increase,Low Volume
84509C,SET OF 4 POLKADOT PLACEMATS ,4.141346153846154,4.3484134615384615,0.20706730769230752,4.999999999999996,-0.1642002965506382,51,502.69,22.146201578943256,Small Increase,Low Volume
23509,MINI PLAYING CARDS FUN FAIR ,0.4845588235294117,0.5087867647058824,0.024227941176470646,5.000000000000012,-0.1023248896627246,65,452.72,22.084993992707357,Small Increase,Low Volume
20707,CRAZY DAISY HEART DECORATION,1.0885906040268456,1.1430201342281878,0.054429530201342224,4.999999999999995,-0.1304002849909885,149,468.39,21.89172118666029,Small Increase,Medium Volume
23117,POPPY FIELDS CHOPPING BOARD,5.598888888888888,5.878833333333333,0.27994444444444433,4.999999999999998,-0.1641330410746532,45,501.23,21.674048881072252,Small Increase,Low Volume
23045,PAPER LANTERN 5 POINT STAR MOON 30,4.4812,4.705260000000001,0.2240600000000006,5.000000000000012,-0.1799479143957068,25,497.98,21.585752029092653,Small Increase,Low Volume
21082,SET/20 FRUIT SALAD PAPER NAPKINS ,1.63,1.8744999999999998,0.24449999999999994,14.999999999999996,0.0,25,143.44,21.516000000000002,Large Increase,Low Volume
84508B,STRIPES DESIGN TEDDY,2.55,2.9324999999999997,0.38249999999999984,14.999999999999995,0.0,30,145.35,21.099193548387063,Large Increase,Low Volume
90170,DAISY HAIR BAND,1.652162162162162,1.8999864864864862,0.2478243243243241,14.999999999999988,0.0,37,140.32999999999998,21.06506756756753,Large Increase,Low Volume
90130B,TURQ STONE/CRYSTAL EARRINGS,2.9183870967741936,3.3561451612903226,0.437758064516129,14.999999999999996,0.201420536344703,31,113.97,20.809583083609276,Large Increase,Low Volume
90129B,TURQUOISE GLASS TASSLE BAG CHARM ,2.035,2.34025,0.30525,15.0,0.1786543446403777,20,121.38,20.7719123743499,Large Increase,Low Volume
85049F,BABY BOOM RIBBONS ,1.28989010989011,1.3543846153846157,0.06449450549450564,5.00000000000001,-0.1225286026281959,88,477.34,20.624370840822806,Small Increase,Low Volume
85208,SET/12 FUNKY FELT FLOWER PEG IN BAG,2.067142857142857,2.1705,0.10335714285714293,5.000000000000003,-0.1002383524629377,48,419.0100000000001,20.355930321163328,Small Increase,Low Volume
46000U,POLYESTER FILLER PAD 30CMx30CM,1.25,1.4375,0.1875,15.0,0.0,26,133.75,20.062500000000014,Large Increase,Low Volume
77101A,UNION FLAG WINDSOCK,1.3408695652173912,1.4079130434782607,0.06704347826086954,4.999999999999998,-0.1929026519016121,22,428.19,19.987122618979654,Small Increase,Low Volume
20903,VINTAGE KEEPSAKE BOX TRAVELOGUE,5.576964285714285,5.8558125,0.2788482142857145,5.0000000000000036,-0.124567842844228,56,441.89,19.956041564470624,Small Increase,Low Volume
22517,CHILDS GARDEN RAKE PINK,2.488082191780822,2.612486301369863,0.12440410958904113,5.000000000000002,-0.1940059743201688,69,462.33,19.43074638226082,Small Increase,Low Volume
20758,ABSTRACT CIRCLES POCKET BOOK,0.85,0.9774999999999999,0.12749999999999995,14.999999999999995,0.0,42,137.7,19.277999999999984,Large Increase,Low Volume
84192,ASSORTED COLOUR METAL CAT ,1.25,1.4375,0.1875,15.0,0.0,25,143.75,19.25223214285714,Large Increase,Low Volume
20768,GREEN FERN JOURNAL ,2.6455357142857143,2.7778125,0.1322767857142857,4.999999999999999,-0.1674938782262145,55,441.12,19.064755401736395,Small Increase,Low Volume
84872A,TEATIME FUNKY FLOWER BACKPACK FOR 2,11.3675,11.935875,0.5683749999999996,4.9999999999999964,-0.1608168802256691,32,450.08,19.003568434983038,Small Increase,Low Volume
90003C,MIDNIGHT BLUE PAIR HEART HAIR SLIDE,3.744166666666666,4.305791666666666,0.5616249999999998,14.999999999999996,0.050041066162544,24,119.84,18.93902577635565,Large Increase,Low Volume
21373,MIRRORED WALL ART SNOWFLAKES,0.8572340425531915,0.9000957446808511,0.04286170212765961,5.0000000000000036,-0.1613317978689793,47,389.04,18.3319017330412,Small Increase,Low Volume
35916C,PINK FELT HANGING HEART W FLOWER,0.8879999999999999,1.0211999999999999,0.13319999999999999,15.0,0.2718724643805301,20,107.72,18.31145783351314,Large Increase,Low Volume
85086A,CANDY SPOT HEART DECORATION,0.8331999999999999,0.9581799999999998,0.12497999999999987,14.999999999999986,0.0,50,122.08,18.247079999999993,Large Increase,Low Volume
20765,CHRYSANTHEMUM SKETCHBOOK ,4.239180327868852,4.451139344262295,0.2119590163934424,4.999999999999995,-0.1495786745589356,59,423.55,18.06528833260974,Small Increase,Low Volume
84970l,SINGLE HEART ZINC T-LIGHT HOLDER,2.089,2.19345,0.10444999999999993,4.9999999999999964,-0.1452421759097938,50,418.98,17.881221903699274,Small Increase,Low Volume
20762,GREEN FERN SKETCHBOOK ,4.153214285714286,4.360875000000001,0.20766071428571475,5.000000000000011,-0.1844699857093575,56,420.08,17.87027916116468,Small Increase,Low Volume
72780,BLACK SILOUETTE CANDLE PLATE,0.85,0.9774999999999999,0.12749999999999995,14.999999999999995,0.0,20,116.45,17.467499999999987,Large Increase,Low Volume
23044,PAPER LANTERN 9 POINT HOLLY STAR S,4.297857142857143,4.51275,0.214892857142857,4.9999999999999964,-0.131220288675829,25,435.74,17.28009680830276,Small Increase,Low Volume
21051,RIBBONS PURSE ,2.0466666666666664,2.149,0.10233333333333361,5.000000000000014,-0.1327519093443775,51,377.2,16.984179241317,Small Increase,Low Volume
23185,FRENCH STYLE STORAGE JAR JAM,0.3496875,0.402140625,0.05245312499999999,14.999999999999996,0.0613196669034482,30,116.59,16.931562048810605,Large Increase,Low Volume
47518F,ICON PLACEMAT POP ART ELVIS,0.1414285714285714,0.1626428571428571,0.021214285714285686,14.999999999999982,-0.0413924523315501,28,113.64,16.768333532180087,Large Increase,Low Volume
20854,BLUE PATCH PURSE PINK HEART,1.6847619047619045,1.7689999999999997,0.08423809523809522,5.0,-0.1654190254902658,41,386.32,16.677685591861398,Small Increase,Low Volume
22092,BLUE PAISLEY TISSUE BOX,0.5680645161290322,0.5964677419354838,0.028403225806451604,4.999999999999999,-0.1205042284674909,91,322.18,16.377314277620115,Small Increase,Low Volume
47367B,PAIR PADDED HANGERS PINK CHECK,3.3988372093023256,3.568779069767442,0.1699418604651166,5.00000000000001,-0.1396985212383047,43,376.27,16.31840882588156,Small Increase,Low Volume
16008,SMALL FOLDING SCISSOR(POINTED EDGE),0.1361428571428571,0.14294999999999997,0.006807142857142873,5.000000000000013,-0.1678798016720076,70,360.71,16.31388291576222,Small Increase,Low Volume
21221,SET/4 BADGES CUTE CREATURES,1.3612962962962964,1.4293611111111113,0.06806481481481486,5.000000000000003,-0.1017127183429005,54,340.22,15.918146521708875,Small Increase,Low Volume
85040a,S/4 PINK FLOWER CANDLES IN BOWL,3.29,3.7834999999999996,0.4934999999999996,14.999999999999988,0.0,21,105.28,15.791999999999977,Large Increase,Low Volume
22529,MAGIC DRAWING SLATE GO TO THE FAIR ,0.4595774647887323,0.48255633802816894,0.022978873239436648,5.000000000000007,-0.1927384700082951,70,349.87,15.526540762741483,Small Increase,Low Volume
84563B,BLUE & WHITE BREAKFAST TRAY,3.938292682926829,4.135207317073171,0.1969146341463417,5.000000000000006,-0.1508444306420084,38,358.1,15.131462710193283,Small Increase,Low Volume
21904,HOUSE WRECKING METAL SIGN ,2.1,2.415,0.31499999999999995,14.999999999999996,0.0,23,107.1,14.779799999999996,Large Increase,Low Volume
20897,VINTAGE NOTEBOOK PARIS DAYS,3.181666666666666,3.3407499999999994,0.15908333333333324,4.999999999999998,-0.1433344118754463,24,298.27,14.530807211562404,Small Increase,Low Volume
47594B,SCOTTIES DESIGN WASHBAG,1.9028571428571428,1.998,0.0951428571428572,5.000000000000003,-0.1008347161204244,56,314.54999999999995,14.507349836207602,Small Increase,Low Volume
72801c,4 ROSE PINK DINNER CANDLES,2.46,2.8289999999999997,0.3689999999999998,14.999999999999991,0.0,25,95.94,14.390999999999998,Large Increase,Low Volume
84631,FRUIT TREE AND BIRDS WALL PLAQUE,8.6828,9.116940000000001,0.4341400000000011,5.000000000000012,-0.1601497134850522,24,348.53,14.294775668428827,Small Increase,Low Volume
20662,FIRST CLASS HOLIDAY PURSE ,2.879,3.31085,0.43184999999999985,14.999999999999995,0.0532264737313175,20,90.42,14.153712400643439,Large Increase,Low Volume
84931A,PINK SCOTTIE DOG W FLOWER PATTERN,2.5125,2.6381250000000005,0.12562500000000032,5.000000000000012,-0.1606977629232212,51,322.54,13.905281597633433,Small Increase,Low Volume
85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,0.8260465116279069,0.8673488372093022,0.04130232558139535,5.000000000000001,-0.1745071678163038,84,249.49,13.363220334460967,Small Increase,Low Volume
20773,BLUE PAISLEY NOTEBOOK,1.6499999999999997,1.8974999999999995,0.24749999999999983,14.999999999999995,0.0,23,92.4,13.282499999999992,Large Increase,Low Volume
20618,QUEEN OF THE SKIES PASSPORT COVER ,2.0278947368421054,2.129289473684211,0.10139473684210554,5.000000000000013,-0.1253385897574374,76,286.39,13.085160507593633,Small Increase,Low Volume
35916B,BLUE FELT HANGING HEART W FLOWER,0.7628125,0.8772343749999999,0.1144218749999999,14.999999999999986,0.2347054054793143,32,76.67999999999999,13.074412256712193,Large Increase,Low Volume
47369A,PINK GREEN EMBROIDERY COSMETIC BAG,2.93,3.3695,0.4394999999999998,14.999999999999991,-0.0974035344921313,20,93.19,13.000045441564971,Large Increase,Low Volume
20777,CHRYSANTHEMUM NOTEBOOK,1.7029999999999998,1.78815,0.08515000000000006,5.0000000000000036,-0.1151458621621262,80,282.49,12.697369686252102,Small Increase,Low Volume
84952A,CLEAR LOVE BIRD T-LIGHT HOLDER,3.176538461538461,3.3353653846153843,0.15882692307692325,5.000000000000006,-0.1341272349362368,26,264.47,12.610555515691384,Small Increase,Low Volume
90129A,PINK GLASS TASSLE BAG CHARM ,1.837,2.1125499999999997,0.27554999999999974,14.999999999999986,0.0125599186858116,20,82.98,12.56677308522221,Large Increase,Low Volume
21038,SET/4 MODERN VINTAGE COTTON NAPKINS,1.1656521739130437,1.3405,0.17484782608695637,14.999999999999986,-0.0639560133889807,23,86.75,12.54476326705788,Large Increase,Low Volume
79051A,SMOKEY GREY COLOUR D.O.F. GLASS,0.3827272727272727,0.40186363636363637,0.019136363636363674,5.00000000000001,-0.1590829228598014,41,293.31,12.412142373695525,Small Increase,Low Volume
90022,EDWARDIAN DROP EARRINGS JET BLACK,3.76,4.324,0.5640000000000001,15.000000000000002,-0.0873370772629569,20,90.2,12.27696843301791,Large Increase,Low Volume
90071,RUBY GLASS CLUSTER EARRINGS,1.2387878787878788,1.4246060606060604,0.18581818181818166,14.999999999999988,0.4023226861465648,33,54.62,11.801585784098439,Large Increase,Low Volume
85095,THREE CANVAS LUGGAGE TAGS,1.8197916666666665,1.9107812499999999,0.0909895833333334,5.000000000000004,-0.1544705635348577,48,243.49,11.496425410360658,Small Increase,Low Volume
20684,STRAWBERRY DREAM CHILDS UMBRELLA,3.543333333333333,3.7205,0.17716666666666692,5.000000000000007,-0.1933754125816546,35,273.81,11.200572960227323,Small Increase,Low Volume
20819,SILVER TEDDY BEAR,4.016666666666667,4.2175,0.20083333333333364,5.000000000000008,-0.1314655001383675,27,244.72,11.127546877690182,Small Increase,Low Volume
20659,ECONOMY LUGGAGE TAG,1.633846153846154,1.7155384615384617,0.08169230769230773,5.000000000000003,-0.1045928120780482,62,248.09,11.065232264934659,Small Increase,Low Volume
44234,ASSORTED CIRCULAR MOBILE,0.4108108108108108,0.43135135135135133,0.020540540540540553,5.000000000000003,-0.1443140070411147,33,155.82,10.903186423780998,Small Increase,Low Volume
90175A,WHITE GLASS CHUNKY CHARM BRACELET,9.1012,9.55626,0.4550599999999996,4.999999999999996,-0.1308844771727638,25,245.63,10.644192507372852,Small Increase,Low Volume
16161G,WRAP BAD HAIR DAY,0.1,0.11499999999999999,0.014999999999999986,14.999999999999986,0.0,22,70.0,10.499999999999996,Large Increase,Low Volume
85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,1.6975,1.782375,0.08487500000000003,5.000000000000002,-0.111515906651529,35,229.47,10.016707953538031,Small Increase,Low Volume
21161,KEEP OUT BOYS DOOR HANGER ,1.7760869565217392,1.8648913043478264,0.08880434782608715,5.000000000000011,-0.1717651884038926,43,231.37,9.858878330464439,Small Increase,Low Volume
35916A,YELLOW FELT HANGING HEART W FLOWER,0.7927586206896551,0.9116724137931033,0.11891379310344818,14.999999999999991,-0.0547533043111746,29,67.39,9.740860265804484,Large Increase,Low Volume
72800D,4 BLUE DINNER CANDLES SILVER FLOCK,2.700625,2.83565625,0.13503124999999994,4.999999999999997,-0.1670934706092008,31,229.22,9.548638530715087,Small Increase,Low Volume
84218,BOX/12 CHICK & EGG IN BASKET,1.9158536585365853,2.0116463414634147,0.09579268292682941,5.000000000000007,-0.187670029503001,41,223.11,9.52723716138659,Small Increase,Low Volume
81952V,ROUND PURPLE CLOCK WITH SUCKER,0.19,0.21849999999999997,0.02849999999999997,14.999999999999982,0.0,24,69.73,9.29733333333333,Large Increase,Low Volume
72127,COLUMBIAN CANDLE ROUND ,1.284516129032258,1.348741935483871,0.06422580645161302,5.000000000000009,-0.1171041554820414,30,210.61,9.247303875432804,Small Increase,Low Volume
47594A,CAROUSEL DESIGN WASHBAG,1.9126,2.00823,0.0956300000000001,5.000000000000005,-0.1453739659302895,50,199.84,8.795129326772466,Small Increase,Low Volume
90013A,MIDNIGHT BLUE VINTAGE EARRINGS,3.759375,3.94734375,0.18796875000000002,5.0,-0.1002220562299671,32,195.32,8.773125078420549,Small Increase,Low Volume
71406C,BLACK ORANGE SQUEEZER,0.42,0.48299999999999993,0.06299999999999994,14.999999999999988,0.0,21,57.96,8.693999999999994,Large Increase,Low Volume
20654,FIRST CLASS LUGGAGE TAG ,1.385,1.45425,0.06925000000000003,5.000000000000003,-0.1719938770862203,49,193.59,8.505252903232467,Small Increase,Low Volume
20760,GARDEN PATH POCKET BOOK,0.85,0.9774999999999999,0.12749999999999995,14.999999999999995,0.0,21,58.65,8.397613636363626,Large Increase,Low Volume
20617,FIRST CLASS PASSPORT COVER ,2.251860465116279,2.364453488372093,0.1125930232558141,5.000000000000007,-0.1955160717214984,43,194.94,8.383496361689648,Small Increase,Low Volume
21368,MIRRORED WALL ART LADIES,1.2302941176470588,1.2918088235294118,0.06151470588235308,5.000000000000012,-0.1622125225559712,33,144.03,8.170718746499217,Small Increase,Low Volume
20759,CHRYSANTHEMUM POCKET BOOK ,0.85,0.9774999999999999,0.12749999999999995,14.999999999999995,0.0,20,54.4,8.159999999999998,Large Increase,Low Volume
20756,GREEN FERN POCKET BOOK,0.85,0.9774999999999999,0.12749999999999995,14.999999999999995,0.0,22,53.55,8.032500000000002,Large Increase,Low Volume
16207A,PINK STRAWBERRY HANDBAG ,2.751764705882353,2.8893529411764707,0.13758823529411757,4.9999999999999964,-0.1162082592590964,34,163.1,7.2751486937079495,Small Increase,Low Volume
84559a,3D SHEET OF DOG STICKERS,1.6695454545454544,1.9199772727272724,0.2504318181818179,14.999999999999986,-0.0952661023244928,22,48.38,6.526089466302595,Large Increase,Low Volume
84870B,BLUE GEISHA GIRL ,3.4416,3.6136800000000004,0.17208000000000023,5.000000000000006,-0.1368423772082864,25,146.07999999999998,6.513469814358852,Small Increase,Low Volume
84559b,3D SHEET OF CAT STICKERS,1.666,1.9158999999999997,0.2498999999999998,14.999999999999988,0.1048284836721938,20,38.33,6.3980605962643455,Large Increase,Low Volume
10120,DOGGY RUBBER,0.21,0.24149999999999996,0.03149999999999997,14.999999999999988,0.0,29,40.53,5.876849999999994,Large Increase,Low Volume
84510a,SET OF 4 ENGLISH ROSE COASTERS,2.4625,2.585625,0.12312499999999993,4.999999999999997,-0.1226797299707463,40,130.48,5.707824450129664,Small Increase,Low Volume
20757,RED DAISY POCKET BOOK ,0.915,0.9607500000000001,0.04575000000000007,5.000000000000007,-0.1901690847433192,33,144.29,5.645257553854503,Small Increase,Low Volume
90214A,"LETTER ""A"" BLING KEY RING",0.9039285714285714,0.949125,0.04519642857142858,5.000000000000001,-0.191282291220473,56,111.66,4.729366294587894,Small Increase,Low Volume
84510c,SET OF 4 POLKADOT COASTERS,2.468695652173913,2.5921304347826086,0.12343478260869567,5.000000000000001,-0.1023444025401618,23,98.7,4.4209400159918415,Small Increase,Low Volume
20653,CHERRY BLOSSOM LUGGAGE TAG,1.4815151515151517,1.5555909090909092,0.07407575757575757,5.0,-0.1851294277842085,33,95.18,4.386435443772388,Small Increase,Low Volume
84199,GLOW IN DARK DOLPHINS,0.21,0.24149999999999996,0.03149999999999997,14.999999999999988,0.0,31,29.19,4.113136363636355,Large Increase,Low Volume
90214C,"LETTER ""C"" BLING KEY RING",0.8336363636363636,0.8753181818181819,0.041681818181818264,5.00000000000001,-0.1153379200757361,33,72.77,3.346063134977977,Small Increase,Low Volume
20663,QUEEN OF THE SKIES HOLIDAY PURSE ,2.693,2.82765,0.13465000000000016,5.000000000000006,-0.1052532931556192,20,66.26,3.0041579506133864,Small Increase,Low Volume
90059A,DIAMANTE HAIR GRIP PACK/2 CRYSTAL,1.6588888888888889,1.7418333333333333,0.08294444444444449,5.000000000000003,-0.1925822216299104,27,74.53,2.999458032107545,Small Increase,Low Volume
84673A,PINK FLY SWAT,0.7040909090909091,0.7392954545454545,0.03520454545454543,4.9999999999999964,-0.188477014102123,43,63.72,2.556769743147866,Small Increase,Low Volume
22048,BIRTHDAY BANQUET GIFT WRAP,0.4175,0.62625,0.20875,50.0,-1.0000000000000002,32,393.5,0.0,Large Increase,Low Volume
22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,158.07692307692307,150.1730769230769,-7.90384615384616,-5.000000000000004,-0.9999999999999996,26,5415.0,-7.389644451905042e-13,Decrease Price,Low Volume
21503,TOYBOX  WRAP ,0.4165217391304348,0.395695652173913,-0.020826086956521772,-5.000000000000008,-0.9908581719092776,23,288.92,-0.1417640518838894,Decrease Price,Low Volume
82011B,BATHROOM SCALES RUBBER DUCKS,3.673809523809524,3.490119047619048,-0.1836904761904763,-5.000000000000003,-0.972598758339496,21,146.85,-0.22187622215376823,Decrease Price,Low Volume
82011C,BATHROOM SCALES FOOTPRINTS IN SAND,3.67,3.4865,-0.1835,-5.0,-0.9699197143024068,20,172.05,-0.28856509221473203,Decrease Price,Low Volume
22709,WRAP WEDDING DAY,0.4164102564102563,0.39558974358974347,-0.020820512820512838,-5.000000000000005,-0.9894148193074666,39,528.5,-0.29948720365002934,Decrease Price,Low Volume
90214B,"LETTER ""B"" BLING KEY RING",0.8281818181818181,0.7867727272727272,-0.04140909090909095,-5.000000000000005,-0.793119648962581,22,24.77,-0.32344840731739666,Decrease Price,Low Volume
22105,MIRROR MOSAIC GOBLET CANDLE HOLDER,3.9760606060606074,3.777257575757577,-0.1988030303030306,-5.000000000000006,-0.9967628513113715,33,847.82,-0.3789239654306016,Decrease Price,Low Volume
23460,SWEETHEART WALL TIDY ,9.90093023255814,9.405883720930234,-0.4950465116279066,-4.999999999999996,-0.9930658112817624,43,1007.08,-0.3802583626966012,Decrease Price,Low Volume
22050,PINK PAISLEY ROSE GIFT WRAP,0.418,0.39709999999999995,-0.02090000000000003,-5.000000000000007,-0.9804371737185776,40,498.5,-0.5135546733271923,Decrease Price,Low Volume
90087,CRYSTAL SEA HORSE PHONE CHARM,1.4872,1.41284,-0.07435999999999998,-4.999999999999998,-0.9309104205531938,25,61.46,-0.5629333657802826,Decrease Price,Low Volume
17084P,DRAGONS BLOOD INCENSE,0.3507692307692308,0.3332307692307692,-0.01753846153846156,-5.000000000000006,-0.8986865280808959,39,104.44,-0.7690625942716611,Decrease Price,Low Volume
90214R,"LETTER ""R"" BLING KEY RING",0.8251999999999999,0.7839399999999999,-0.041260000000000074,-5.000000000000009,-0.5405189005420912,25,28.01,-0.7880677967084304,Decrease Price,Low Volume
79191C,RETRO PLASTIC ELEPHANT TRAY,0.8364615384615384,0.7946384615384614,-0.04182307692307696,-5.000000000000005,-0.982523139597792,65,812.53,-0.8282045624914236,Decrease Price,Low Volume
