StockCode,avg_price,price_std,min_price,max_price,avg_quantity,total_quantity_sold,quantity_std,total_revenue,avg_revenue_per_transaction,num_orders,description,price_elasticity,elasticity_category,revenue_per_unit,price_range,price_premium_vs_range,volume_score,price_increase_potential,discount_potential,seasonality_score,price_volatility,orders_per_day,avg_basket_size,revenue_share,pricing_tier,optimal_price_estimate,price_change_pct,projected_revenue_lift
21777,7.95,0.0,7.95,7.95,2.0,12,1.0954451150103321,95.4,15.9,6,RECIPE BOX WITH METAL HEART,0.0,Inelastic,7.95,Premium,0.10482684077048957,0.002275830678197542,0.002275830678197542,0.0,1.9195171026156945,0.0,0.0160857908847185,15.9,9.459368334854334e-06,Premium,8.745000000000001,10.00000000000001,7.632000000000001
21781,16.795294117647057,4.996622761580987,12.75,29.74,1.6568627450980393,169,1.4384748389049729,2676.75,26.24264705882353,101,MA CAMPAGNE CUTLERY BOX,-0.22268355510089163,Highly Elastic,15.838757396449704,Luxury,0.2797736787444949,0.04551661356395084,0.0,0.04551661356395084,0.7762546229559006,0.2973243268818537,0.2707774798927614,27.827497116493653,0.00026541262254005594,Luxury,17.1312,2.0000000000000115,80.3025
21784,11.448181818181817,3.8147176875806688,9.95,21.23,1.2954545454545454,57,0.5937482613749998,633.0699999999999,14.387954545454544,44,SHOE SHINE BOX ,-0.19997452089691042,Elastic,11.106491228070174,Luxury,-0.12766744912217512,0.01957214383249886,0.0,0.0,0.902708500078848,0.3329252186876179,0.11796246648793565,14.830599173553717,6.277193198895422e-05,Luxury,11.677145454545453,1.9999999999999951,18.992099999999997
21785,0.9516666666666667,0.3561132778578561,0.65,1.66,68.66666666666667,412,165.74880592832838,269.61,44.935,5,RAIN PONCHO ,-0.4149968292024979,Highly Elastic,0.6543932038834952,Budget,-0.1537788038651146,0.0018206645425580337,0.0,0.0018206645425580337,1.9299477644054504,0.3703084345142351,0.013404825737265416,65.34777777777778,2.6733126800420095e-05,Ultra-Budget,0.9040833333333332,-5.000000000000009,8.0883
21786,0.6665811965811965,0.19552136703389317,0.32,0.85,8.290598290598291,1940,17.979511386114766,918.25,3.924145299145299,226,POLKADOT RAIN HAT ,-0.45772823843946914,Highly Elastic,0.4733247422680412,Budget,-0.40727656305573035,0.1024123805188894,0.0,0.1024123805188894,0.3874805495057043,0.28898433480249497,0.6058981233243967,5.5263569289210315,9.104889909308167e-05,Ultra-Budget,0.6332521367521367,-5.000000000000006,27.5475
21787,1.0523694779116464,0.3565634699417535,0.65,1.66,35.65461847389558,8878,149.44337984329357,7163.65,28.769678714859435,243,RAIN PONCHO RETROSPOT,-0.16491078701806017,Elastic,0.8068990763685514,Budget,-0.06423394916892654,0.11015020482476104,0.0,0.0,0.7913689436094423,0.33563037846556776,0.6514745308310992,37.52183222851244,0.0007103103141716902,Budget,1.0734168674698794,2.000000000000011,214.90949999999998
21788,0.9082954545454545,0.23410981601827988,0.65,1.66,14.738636363636363,1297,26.975294920540843,1032.6399999999999,11.734545454545453,85,KIDS RAIN MAC BLUE,-0.26467729462380934,Highly Elastic,0.7961757902852736,Budget,-0.1923444490479854,0.03823395539371871,0.0,0.03823395539371871,0.32488141508742857,0.2549395348299546,0.22788203753351208,13.387036415289254,0.00010239121716251548,Ultra-Budget,0.8628806818181817,-5.000000000000007,30.979199999999995
21789,0.9391666666666666,0.26581618764483683,0.65,1.66,9.666666666666666,928,11.327346199786806,806.1999999999999,8.397916666666665,92,KIDS RAIN MAC PINK,-0.22844951199320973,Highly Elastic,0.8687499999999999,Budget,-0.16489379330646606,0.04142011834319527,0.0,0.04142011834319527,0.4919073343361995,0.2800521731113294,0.24664879356568364,9.07861111111111,7.993860326582352e-05,Ultra-Budget,0.95795,2.0000000000000044,24.185999999999996
21790,1.0148936170212766,0.3316375758992811,0.58,1.95,15.45531914893617,14528,34.01135441874526,12515.96,13.314851063829787,926,VINTAGE SNAP CARDS,-0.21039853824289442,Highly Elastic,0.8615060572687224,Budget,-0.09755745301708763,0.42102867546654527,0.0,0.42102867546654527,0.6010326804376129,0.32358243859801145,2.482573726541555,15.685504753282027,0.0012410175650346272,Budget,1.035191489361702,1.9999999999999931,375.4788
21791,1.5049592169657422,0.5057000647850152,1.06,2.95,12.869494290375204,7889,31.1158902605184,10535.65,17.187030995106035,607,VINTAGE HEADS AND TAILS CARD GAME ,-0.1388340713238994,Elastic,1.335486119913804,Budget,0.33820846449909375,0.2758306781975421,0.2758306781975421,0.0,0.7547002787056432,0.3338044081462891,1.6273458445040214,19.368064049988156,0.001044660314435095,Budget,1.6554551386623166,10.000000000000014,842.852
21792,5.041052631578947,2.1117629784596987,3.95,13.57,4.526315789473684,344,4.6974423798787255,1497.72,19.70684210526316,76,CLASSIC FRENCH STYLE BASKET GREEN ,-0.3177484515563947,Highly Elastic,4.353837209302326,Premium,-0.29943518828866283,0.03413746017296313,0.0,0.03413746017296313,1.4087597020075362,0.41808374065577036,0.2037533512064343,22.817396121883654,0.0001485061335689521,Premium,4.789,-4.999999999999999,44.931599999999996
21793,4.584533333333334,1.293870469866591,3.95,7.46,4.053333333333334,304,5.481894852254207,1296.6100000000001,17.288133333333334,74,CLASSIC FRENCH STYLE BASKET BROWN,-0.18497495456320787,Elastic,4.265164473684211,Mid,0.43339612034771313,0.03322712790168411,0.0,0.0,0.3849526282417541,0.28161085707650924,0.19839142091152814,18.58264177777778,0.00012856511086640964,Mid,4.676224,1.999999999999998,38.8983
21794,4.930754716981132,2.1251423249203847,2.0,13.57,4.9245283018867925,522,6.053252747325268,2213.42,20.88132075471698,106,CLASSIC FRENCH STYLE BASKET NATURAL,-0.26684531253795674,Highly Elastic,4.240268199233717,Mid,0.5416453906701387,0.04779244424214838,0.0,0.04779244424214838,0.6993091287179596,0.430125040940886,0.28418230563002683,24.281641153435384,0.00021947122704122935,Mid,4.684216981132075,-4.999999999999996,66.4026
21801,0.42296,0.004583279569577036,0.42,0.43,10.008,1251,12.16983049157006,530.26,4.24208,125,CHRISTMAS TREE DECORATION WITH BELL,0.0,Inelastic,0.42386890487609913,Budget,-0.6239043252708815,0.056440600819299046,0.056440600819299046,0.0,0.7039754781874338,0.010585919183243338,0.3351206434316354,4.232983679999999,5.2577826553876926e-05,Ultra-Budget,0.46525600000000006,10.000000000000012,42.4208
21802,0.45300546448087425,0.10897239781916747,0.36,0.83,11.612021857923498,2125,17.462275437984793,920.4,5.029508196721311,180,CHRISTMAS TREE HEART DECORATION,-0.12195520623200878,Elastic,0.4331294117647059,Budget,-0.5971879236336481,0.081474738279472,0.081474738279472,0.0,0.9212697040850382,0.23535877258241059,0.48257372654155495,5.2603093553106985,9.126208192243111e-05,Ultra-Budget,0.4983060109289617,10.000000000000005,73.632
21803,0.4508,0.10556552657951387,0.42,0.85,11.95,2390,16.188509480368474,1031.56,5.1578,198,CHRISTMAS TREE STAR DECORATION,-0.1348267993733772,Elastic,0.43161506276150624,Budget,-0.5991490207871037,0.08966772872098316,0.08966772872098316,0.0,1.3135441786567201,0.2290918545562367,0.5308310991957105,5.387059999999999,0.00010228412997381903,Ultra-Budget,0.49588000000000004,10.000000000000014,82.5248
21804,3.7701515151515155,0.8728793950073734,3.29,7.62,3.409090909090909,225,3.87487874838495,830.03,12.576212121212121,65,WHITE CHRISTMAS GARLAND STARS TREES,-0.08302989590385293,Inelastic,3.689022222222222,Mid,0.17877222435025758,0.02913063268092854,0.02913063268092854,0.0,1.807845107384109,0.23091121916905144,0.1742627345844504,12.85278925619835,8.230146225345013e-05,Mid,4.147166666666667,10.000000000000002,66.4024
21807,0.46799999999999997,0.13562057799784877,0.42,0.85,12.542857142857143,439,13.77197251270697,189.42,5.412,30,WHITE CHRISTMAS STAR DECORATION,-0.25245678600142446,Highly Elastic,0.43148063781321183,Budget,-0.5838547953158042,0.013199817933545745,0.0,0.013199817933545745,1.315571769909398,0.28372505857290536,0.08042895442359249,5.870057142857142,1.878190303970763e-05,Ultra-Budget,0.44459999999999994,-5.000000000000007,5.682599999999999
21808,3.54,0.6943702182553626,1.25,7.46,3.693877551020408,181,3.305324502681577,641.58,13.093469387755103,48,"CHRISTMAS GARLAND STARS,TREES",0.00762487731157174,Inelastic,3.544640883977901,Mid,0.10681325602698291,0.021392808375056895,0.021392808375056895,0.0,1.635377142272144,0.1955972445789754,0.128686327077748,13.076326530612244,6.361573937396062e-05,Mid,3.8940000000000006,10.000000000000014,51.32640000000001
21809,0.945609756097561,0.7386486845911937,0.39,2.51,15.983739837398375,1966,26.655969632457843,1119.56,9.10211382113821,117,CHRISTMAS HANGING TREE WITH BELL,-0.30785845854673594,Highly Elastic,0.5694608341810783,Budget,-0.1591646036269401,0.05279927173418298,0.0,0.05279927173418298,1.179323053961828,0.7729605938805242,0.3136729222520107,15.114380329169148,0.00011100975275649389,Ultra-Budget,0.8983292682926829,-5.00000000000001,33.5868
21810,0.7380223880597014,0.5907934481468984,0.39,2.51,22.182835820895523,5945,32.242993667107555,3022.79,11.279067164179104,252,CHRISTMAS HANGING STAR WITH BELL,-0.2683315867465598,Highly Elastic,0.5084592094196804,Budget,-0.3437511159388388,0.11424670004551661,0.0,0.11424670004551661,1.6533744967519675,0.7898071736587459,0.675603217158177,16.3714294664736,0.00029972415103683784,Ultra-Budget,0.7011212686567163,-5.000000000000007,90.6837
21811,0.999182879377432,0.772600439477444,0.39,2.51,18.88715953307393,4854,24.254487956682492,2687.4,10.456809338521401,245,CHRISTMAS HANGING HEART WITH BELL,-0.4508124889037026,Highly Elastic,0.5536464771322621,Budget,-0.11152742765926156,0.11106053709604005,0.0,0.11106053709604005,1.1475427619202048,0.7655702997598052,0.6568364611260054,18.871726445517723,0.0002664686212063683,Ultra-Budget,0.9492237354085603,-5.000000000000009,80.622
21812,5.177128712871287,2.389927336399024,3.29,10.17,3.900990099009901,394,4.938633313974727,1751.22,17.338811881188118,100,GARLAND WITH HEARTS AND BELLS,-0.24448812159803932,Highly Elastic,4.444720812182741,Premium,-0.2805244326913491,0.045061447428311335,0.0,0.045061447428311335,1.3065717043910077,0.4607418609969487,0.2680965147453083,20.19592785021076,0.00017364187647131663,Premium,5.280671287128713,1.999999999999998,52.5366
21813,4.661504424778761,2.1225364800999875,3.29,10.17,4.8584070796460175,549,5.69440084744462,2280.4700000000003,20.18115044247788,112,GARLAND WITH STARS AND BELLS,-0.20587774561259248,Highly Elastic,4.153861566484518,Mid,0.45746183343886127,0.050523441055985434,0.0,0.050523441055985434,1.4797322995888702,0.45435822961903954,0.3002680965147453,22.64748609914637,0.00022611955667280152,Mid,4.754734513274337,2.000000000000005,68.4141
21814,1.6983333333333333,0.5715124413241021,1.45,2.98,4.333333333333333,78,3.9257820502267258,117.57,6.531666666666666,15,HEART T-LIGHT HOLDER ,-0.39064788110857834,Highly Elastic,1.5073076923076922,Budget,0.510156565431608,0.0063723258989531175,0.0,0.0063723258989531175,1.6181886319801584,0.3345438680921573,0.040214477211796246,7.359444444444444,1.1657630347262306e-05,Budget,1.6134166666666665,-5.000000000000005,3.5270999999999995
21815,1.9890322580645161,0.7389783706293876,1.45,2.98,5.129032258064516,159,5.524140569559944,271.68,8.763870967741935,29,STAR  T-LIGHT HOLDER ,-0.3639859740922892,Highly Elastic,1.7086792452830188,Budget,0.7686458037515519,0.012744651797906235,0.0,0.012744651797906235,1.2321634044417134,0.369668056955156,0.0777479892761394,10.201810613943808,2.693837724542165e-05,Budget,1.8895806451612902,-5.000000000000005,8.1504
21816,1.45,0.0,1.45,1.45,3.7777777777777777,34,4.6844897741850655,49.3,5.477777777777778,7,CHRISTMAS TREE T-LIGHT HOLDER,0.0,Inelastic,1.45,Budget,0.28933877519676054,0.0027309968138370506,0.0027309968138370506,0.0,1.1567513267140894,0.0,0.01876675603217158,5.477777777777778,4.888331854384891e-06,Budget,1.595,10.000000000000002,3.944
21817,0.560923076923077,0.31061291765698446,0.39,1.66,14.03076923076923,912,14.333057540578647,414.63,6.378923076923077,58,GLITTER CHRISTMAS TREE,-0.3401951775371624,Highly Elastic,0.4546381578947368,Budget,-0.5012276738071735,0.02594446973145198,0.0,0.02594446973145198,1.5544571767930662,0.544053884335866,0.1554959785522788,7.8701822485207105,4.1112556527050866e-05,Ultra-Budget,0.5328769230769231,-4.9999999999999964,12.4389
21818,0.6026111111111111,0.3737494812520665,0.39,1.66,15.222222222222221,2740,18.808222246783973,1322.5,7.347222222222222,163,GLITTER CHRISTMAS HEART ,-0.2611909543171402,Highly Elastic,0.48266423357664234,Budget,-0.46415870902071793,0.07373691397360037,0.0,0.07373691397360037,1.3840609832927595,0.6100925603098936,0.43699731903485256,9.17308024691358,0.0001311322287509943,Ultra-Budget,0.5724805555555555,-4.999999999999999,39.675
21819,0.5425185185185185,0.3261391483055818,0.39,1.66,18.31851851851852,2473,24.689308778053867,1067.82,7.909777777777777,124,GLITTER CHRISTMAS STAR ,-0.2537824945733916,Highly Elastic,0.4317913465426607,Budget,-0.5175929915943257,0.05598543468365953,0.0,0.05598543468365953,1.631225823818562,0.5902773162790393,0.3324396782841823,9.938135528120714,0.00010587948317949847,Ultra-Budget,0.5153925925925925,-5.000000000000013,32.0346
21820,5.000105263157895,1.7890538892356005,3.39,7.62,3.4947368421052634,332,4.554337853198314,1379.72,14.523368421052632,90,GLITTER HEART GARLAND WITH BELLS ,-0.36599043531674136,Highly Elastic,4.155783132530121,Premium,-0.3051257230924988,0.04050978607191625,0.0,0.04050978607191625,1.292835013740136,0.3570890820181991,0.24128686327077747,17.47405207756233,0.00013680586665581993,Premium,4.7501,-5.000000000000011,41.3916
21821,5.067142857142858,1.8383867652421542,3.39,7.62,3.984126984126984,251,5.110053542715712,1037.05,16.461111111111112,62,GLITTER STAR GARLAND WITH BELLS ,-0.40313392990913405,Highly Elastic,4.131673306772909,Premium,-0.2958093792968685,0.027765134274010013,0.0,0.027765134274010013,1.4681040804479046,0.3620908091360461,0.16621983914209115,20.188140589569162,0.00010282848984969272,Premium,4.813785714285714,-5.000000000000008,31.111499999999996
21822,1.309811320754717,0.7816587748190205,0.79,4.21,6.981132075471698,740,8.472904862055136,759.44,7.164528301886793,97,GLITTER CHRISTMAS TREE WITH BELLS,-0.30172328479570754,Highly Elastic,1.0262702702702704,Budget,0.16468312002809532,0.04369594902139281,0.0,0.04369594902139281,1.8226215650313353,0.5922503940730247,0.26005361930294907,9.143965824136703,7.530212461448402e-05,Budget,1.2443207547169812,-4.999999999999999,22.7832
21823,0.9383809523809524,0.7304518146187695,0.39,2.98,13.076190476190476,1373,14.874924200256281,854.74,8.140380952380953,97,PAINTED METAL HEART WITH HOLLY BELL,-0.38376621236736896,Highly Elastic,0.6225345957756737,Budget,-0.16559244978563661,0.04369594902139281,0.0,0.04369594902139281,1.0682007322393288,0.7702092843439525,0.26005361930294907,12.270448072562358,8.47515774689035e-05,Ultra-Budget,0.8914619047619048,-5.000000000000002,25.6422
21824,0.7702479338842976,0.5805865752408181,0.39,2.98,15.84297520661157,1917,13.908635365881402,1102.81,9.114132231404959,117,PAINTED METAL STAR WITH HOLLY BELLS,-0.3857043972895152,Highly Elastic,0.5752790818988002,Budget,-0.31509618781226506,0.05279927173418298,0.0,0.05279927173418298,1.4093271507256286,0.7441052388956572,0.3136729222520107,12.203018919472713,0.00010934890978365522,Ultra-Budget,0.7317355371900827,-5.000000000000004,33.0843
21826,1.6797368421052632,0.6039889333248974,1.25,2.51,3.3157894736842106,126,3.197171580732407,186.43,4.906052631578947,35,EIGHT PIECE DINOSAUR SET,-0.3529344482643387,Highly Elastic,1.4796031746031746,Budget,0.4936205811399134,0.015475648611743286,0.0,0.015475648611743286,1.134367524106893,0.3574455609149058,0.0938337801608579,5.569653739612189,1.8485430174705383e-05,Budget,1.59575,-5.000000000000002,5.5929
21828,1.4748275862068965,0.47644483335445287,1.25,2.51,3.8275862068965516,333,4.498596413021444,439.54,5.052183908045977,84,EIGHT PIECE SNAKE  SET,-0.2798162345139567,Highly Elastic,1.31993993993994,Budget,0.3114154438802722,0.0377787892580792,0.0,0.0377787892580792,0.7617572183297275,0.3208755264114987,0.225201072386059,5.645029726516052,4.358250270337394e-05,Budget,1.4010862068965515,-5.00000000000001,13.1862
21829,0.2621546961325967,0.09258808624188605,0.18,0.43,37.972375690607734,6873,42.914052469147414,1483.4199999999998,8.195690607734806,177,DINOSAUR KEYRINGS ASSORTED,-0.4451475032561493,Highly Elastic,0.21583296959115378,Budget,-0.7668922656388406,0.08010923987255349,0.0,0.08010923987255349,0.20818555008021133,0.34020388976413674,0.4745308310991957,9.954636610604071,0.00014708821986676745,Ultra-Budget,0.24904696132596682,-5.000000000000009,44.502599999999994
21830,0.4685436893203883,0.13437150555047941,0.42,0.85,25.9126213592233,2669,16.501400294779803,1127.23,10.943980582524272,99,ASSORTED CREEPY CRAWLIES,-0.5452316838197007,Highly Elastic,0.42234170101161483,Budget,-0.5833713472313649,0.04460628129267182,0.0,0.04460628129267182,0.10962729672926204,0.28079255572528666,0.26541554959785524,12.14119521161278,0.00011177027010584749,Ultra-Budget,0.4451165048543689,-5.000000000000004,33.8169
21832,2.329170731707317,0.8173665239250296,1.65,3.36,4.682926829268292,960,5.542346004609949,1800.0,8.78048780487805,198,CHOCOLATE CALCULATOR,-0.4717910818330829,Highly Elastic,1.875,Mid,-0.2717635476260662,0.08966772872098316,0.0,0.08966772872098316,0.6216169753207323,0.3494257656551855,0.5308310991957105,10.907336109458655,0.00017847864782744025,Mid,2.212712195121951,-5.000000000000011,54.0
21833,2.109345238095238,0.7206560051104408,1.49,3.36,16.226190476190474,2726,29.485346483582557,4594.43,27.347797619047622,168,CAMOUFLAGE LED TORCH,-0.32566701443428014,Highly Elastic,1.6854108584005871,Mid,-0.3404939912256492,0.0760127446517979,0.0,0.0760127446517979,0.6151220390958106,0.34003709832482537,0.450402144772118,34.22663761337868,0.0004555598077432369,Mid,2.003877976190476,-4.999999999999998,137.8329
21841,4.25,0.0,4.25,4.25,3.217391304347826,74,5.534655460567864,314.5,13.673913043478262,21,BABY MOUSE RED GINGHAM DRESS,0.0,Inelastic,4.25,Mid,0.32880122545612356,0.009103322712790168,0.009103322712790168,0.0,1.377107646598828,0.0,0.05630026809651475,13.673913043478262,3.1184185967627756e-05,Mid,4.675000000000001,10.000000000000018,25.16
21843,12.604501845018449,3.8678464625489486,4.0,21.23,3.7140221402214024,2013,12.13377935918573,21365.25,39.41928044280443,539,RED RETROSPOT CAKE STAND,-0.15784219325188945,Elastic,10.613636363636363,Luxury,-0.03955777243626506,0.24487938097405554,0.0,0.0,0.3577112373958892,0.306619041327929,1.4450402144772119,46.81339891886004,0.0021184671836084546,Luxury,12.856591881918819,2.0000000000000067,640.9575
21844,3.3102531645569617,1.0232008907775691,2.55,5.91,11.69620253164557,1848,26.93225964695877,5170.64,32.72556962025317,156,RED RETROSPOT MUG,-0.2188177875895932,Highly Elastic,2.797965367965368,Mid,0.034980814501953346,0.07055075102412381,0.0,0.07055075102412381,0.302175949027224,0.30816954011219205,0.41823056300268097,38.71739144367889,0.0005126937975569309,Mid,3.3764582278481012,2.0000000000000084,155.1192
21845,1.0974698795180724,0.7536299851847046,0.79,2.95,22.97590361445783,1907,19.316349642279505,1721.0900000000001,20.736024096385545,82,DAIRY MAID STRIPE MUG,-0.311454675050309,Highly Elastic,0.902511798636602,Budget,-0.024130710156435947,0.036868456986800184,0.0,0.036868456986800184,0.5914642811518794,0.6804970492855795,0.21983914209115282,25.21536217157788,0.000170654342216294,Budget,1.0425963855421687,-5.000000000000006,51.6327
21846,4.093398058252427,2.2407122263183776,1.63,8.29,4.116504854368932,424,5.975933713037927,1206.97,11.718155339805826,103,PINK DIAMANTE PEN IN GIFT BOX,-0.3870440690780277,Highly Elastic,2.846627358490566,Mid,0.27983820143189225,0.04642694583522986,0.0,0.04642694583522986,0.8405941371732222,0.5460626033616299,0.2761394101876676,16.850492977660476,0.0001196768742046031,Mid,3.888728155339806,-5.000000000000004,36.2091
21847,2.7533333333333334,1.6432050744403957,1.63,8.29,2.303030303030303,76,2.4042260772030217,178.89,5.420909090909091,33,GREEN  DIAMANTE PEN IN GIFT BOX,-0.2401775432970231,Highly Elastic,2.353815789473684,Mid,-0.1391452453123466,0.01456531634046427,0.0,0.01456531634046427,0.9470708451388689,0.5946459859253543,0.08847184986595175,6.341010101010101,1.7737802949917103e-05,Mid,2.8084000000000002,2.0000000000000058,5.3667
21849,3.8204347826086957,1.8887355206612897,1.63,8.29,2.536231884057971,175,2.698472934963988,558.83,8.098985507246377,66,SILVER DIAMANTE PEN IN GIFT BOX,-0.31665832995583865,Highly Elastic,3.193314285714286,Mid,0.19449374609544326,0.029585798816568046,0.0,0.029585798816568046,0.7531332018162347,0.49308645828841846,0.1769436997319035,9.689508506616258,5.54106793141158e-05,Mid,3.629413043478261,-4.999999999999999,16.7649
21850,4.313272727272727,1.9783139609137188,1.63,8.29,2.3636363636363638,130,5.382976033425281,493.08,8.96509090909091,54,BLUE  DIAMANTE PEN IN GIFT BOX,-0.1176324649271679,Elastic,3.792923076923077,Mid,0.3485840201709355,0.024123805188893947,0.024123805188893947,0.0,0.711470161886862,0.4575963825816072,0.1447721179624665,10.19500826446281,4.88912509281968e-05,Mid,4.7446,10.000000000000012,39.4464
21851,4.154603174603174,1.9691260755167714,1.63,8.29,2.238095238095238,141,3.4158751096866755,454.99,7.2220634920634925,63,LILAC DIAMANTE PEN IN GIFT BOX,-0.3136682689912067,Highly Elastic,3.2268794326241137,Mid,0.29897453875214103,0.028220300409649523,0.0,0.028220300409649523,0.5411883705262946,0.4728244187885681,0.16890080428954424,9.298397581254724,4.511444443055947e-05,Mid,3.9468730158730154,-5.000000000000006,13.6497
21864,2.859679144385027,1.0492469925317383,1.63,4.21,4.433155080213904,829,9.28112735276197,2043.79,10.929358288770054,184,UNION JACK FLAG PASSPORT COVER ,-0.18046885737445875,Elastic,2.4653679131483717,Mid,-0.1058952584776135,0.08329540282203005,0.0,0.0,0.6111492905854877,0.3656321629492109,0.4932975871313673,12.677401126712233,0.00020265159757958007,Mid,2.9168727272727275,2.000000000000002,61.3137
21865,2.5596363636363635,1.0328405005532002,0.83,4.21,2.4909090909090907,274,2.3097140477741833,625.23,5.683909090909091,106,PINK UNION JACK  PASSPORT COVER ,-0.29270209016736887,Highly Elastic,2.281861313868613,Mid,-0.19970636783010454,0.04779244424214838,0.0,0.04779244424214838,0.3458354144674923,0.4019403348929882,0.28418230563002683,6.375821487603305,6.199455832286138e-05,Mid,2.431654545454545,-5.000000000000009,18.756899999999998
21866,1.948984771573604,0.9089279313899368,0.83,3.36,3.8071065989847717,750,4.755592867802393,1296.1299999999999,6.579340101522842,193,UNION JACK FLAG LUGGAGE TAG,-0.1954756392175975,Elastic,1.7281733333333331,Budget,0.7330356125916198,0.08739189804278562,0.0,0.0,0.3716798759974113,0.46397906945433653,0.517426273458445,7.419992785178695,0.0001285175165603223,Budget,1.987964467005076,1.9999999999999991,38.8839
21867,1.5646268656716418,0.5775585856640972,0.83,2.51,2.6343283582089554,353,3.15880686710996,486.5,3.6305970149253732,121,PINK UNION JACK  LUGGAGE TAG,-0.27123317057260804,Highly Elastic,1.3781869688385269,Budget,0.39126488732760073,0.05461993627674101,0.0,0.05461993627674101,0.23905727725714215,0.36679076056392906,0.32439678284182305,4.1217409222544,4.823881231558316e-05,Budget,1.4863955223880596,-5.000000000000005,14.594999999999999
21868,1.7523529411764707,0.8689332179858188,1.06,3.36,8.101307189542483,2479,11.078240298969805,3262.25,10.6609477124183,302,POTTING SHED TEA MUG,-0.3684708878341242,Highly Elastic,1.3159540137152077,Budget,0.5581907550958012,0.13700500682749203,0.0,0.13700500682749203,0.3766924089323409,0.49305289405069824,0.8096514745308311,14.196349480968857,0.0003234677604861483,Budget,1.664735294117647,-5.000000000000009,97.86749999999999
21870,1.5720359281437124,0.7588938834990278,1.06,3.36,8.47305389221557,1415,9.356277688473398,1861.46,11.146467065868263,163,I CAN ONLY PLEASE ONE PERSON MUG,-0.3079494912957724,Highly Elastic,1.3155194346289754,Budget,0.39785301941939094,0.07373691397360037,0.0,0.07373691397360037,0.65646354111998,0.4796944683737231,0.43699731903485256,13.319945139660797,0.00018457270210270386,Budget,1.4934341317365267,-5.0000000000000036,55.8438
21871,1.8124033149171273,0.8491583075883564,0.8,3.36,15.066298342541437,5454,64.19060106810153,6681.21,18.456381215469612,357,SAVE THE PLANET MUG,-0.1628081291950321,Elastic,1.22501100110011,Budget,0.6115874967019294,0.162039144287665,0.0,0.0,0.40481003623761036,0.4659552035697276,0.9571045576407506,27.30620905955252,0.0006624740703617622,Budget,1.84865138121547,2.0000000000000058,200.4363
21872,1.6600000000000001,0.8343901061943799,0.8,3.36,8.816326530612244,1296,36.628647447188875,1459.98,9.931836734693878,142,GLAMOROUS  MUG,-0.15494370213393038,Elastic,1.1265277777777778,Budget,0.476070597811464,0.06417842512517069,0.0,0.0,0.8124276950489063,0.49963479412837114,0.3806970509383378,14.635102040816326,0.0001447640312528368,Budget,1.6932000000000003,2.000000000000007,43.7994
21873,1.6011764705882352,0.8514197280659992,0.42,3.36,13.621848739495798,1621,58.78804092564432,1838.05,15.44579831932773,116,IF YOU CAN'T STAND THE HEAT MUG,-0.12824584786465493,Elastic,1.133898827884022,Budget,0.42376476514628075,0.05234410559854347,0.05234410559854347,0.0,0.8459500953667505,0.5284459794495067,0.3109919571045576,21.81098368759268,0.00018225148813290365,Budget,1.761294117647059,10.000000000000012,147.044
21874,2.0090572390572388,0.9390491453530517,0.95,3.36,10.037037037037036,2981,50.019678309823426,4149.929999999999,13.972828282828281,295,GIN AND TONIC MUG,-0.1322748401457017,Elastic,1.3921268030862124,Mid,-0.37184994793629295,0.1338188438780155,0.1338188438780155,0.0,0.5647205790462575,0.46509287958152357,0.7908847184986595,20.164981917944875,0.0004114854972102939,Mid,2.2099629629629627,10.000000000000002,331.9944
21875,1.8340268456375837,0.9407946033863761,1.06,3.36,13.791946308724832,2055,66.57745693955003,2429.38,16.304563758389264,148,KINGS CHOICE MUG,-0.14450192304197473,Elastic,1.1821800486618006,Budget,0.6308151219533382,0.06690942193900774,0.06690942193900774,0.0,0.27440811864274656,0.5101848737245962,0.3967828418230563,25.29479978379352,0.00024088469858834824,Budget,2.0174295302013423,10.000000000000014,194.3504
21876,2.088184523809524,0.9907358829324403,0.42,3.36,11.297619047619047,3796,45.584307266218374,4834.51,14.38842261904762,333,POTTERING MUG,-0.20438777564956342,Highly Elastic,1.2735800842992624,Mid,-0.34711008136079835,0.1511151570323168,0.0,0.1511151570323168,0.31732010238558234,0.47218720359905814,0.8927613941018767,23.591513251133787,0.0004793648931712435,Mid,2.1299482142857142,1.9999999999999982,145.0353
21877,1.7151267605633802,0.7757002837527216,1.06,3.36,15.261971830985916,5418,63.672330255525424,6942.33,19.55585915492958,349,HOME SWEET HOME MUG,-0.13441935760835586,Elastic,1.281345514950166,Budget,0.525089266739294,0.15839781520254892,0.15839781520254892,0.0,0.3411287259569602,0.4496482817873619,0.935656836461126,26.176216306288435,0.0006883653728732629,Budget,1.8866394366197183,10.000000000000005,555.3864
21878,1.0905240174672488,0.36419303440153283,0.72,1.66,11.02183406113537,2524,21.480396083864743,2173.0499999999997,9.489301310043667,224,PACK OF 6 SANDCASTLE FLAGS ASSORTED,-0.3248584542389703,Highly Elastic,0.8609548335974643,Budget,-0.030306964824914948,0.10150204824761037,0.0,0.10150204824761037,0.7634725779733876,0.3309269299180661,0.6005361930294906,12.019574760206707,0.00021546834758967722,Budget,1.0359978165938863,-5.000000000000003,65.19149999999999
